id,fake_label,x_min,y_min,x_max,y_max
00016720,1,119,19,214,242
00000821,1,78,90,183,202
00016308,1,175,193,231,253
00017798,1,168,77,252,149
00013254,1,37,81,178,138
00005211,1,62,177,253,235
00034906,0,0,0,0,0
00021065,0,0,0,0,0
00017711,1,11,145,113,218
00030745,0,0,0,0,0
00025636,0,0,0,0,0
00006004,1,196,164,253,253
00015242,1,92,2,240,144
00018939,0,0,0,0,0
00025137,0,0,0,0,0
00025341,0,0,0,0,0
00009508,1,45,136,128,213
00021201,0,0,0,0,0
00034246,0,0,0,0,0
00031249,0,0,0,0,0
00016422,1,186,75,247,180
00023494,0,0,0,0,0
00032888,0,0,0,0,0
00023438,0,0,0,0,0
00025820,0,0,0,0,0
00033015,0,0,0,0,0
00009901,1,189,0,251,86
00032325,0,0,0,0,0
00032366,0,0,0,0,0
00009802,1,30,106,91,242
00026597,0,0,0,0,0
00005721,1,77,147,162,216
00022094,0,0,0,0,0
00012801,1,164,184,253,248
00012851,1,21,61,100,127
00024196,0,0,0,0,0
00027402,0,0,0,0,0
00009321,1,57,52,131,130
00035283,0,0,0,0,0
00014603,1,43,183,234,245
00008219,1,157,71,250,131
00009677,1,86,104,196,194
00000285,1,113,141,187,231
00011179,1,99,183,201,254
00005094,1,84,92,234,152
00008847,1,87,75,171,204
00027235,0,0,0,0,0
00030598,0,0,0,0,0
00020794,0,0,0,0,0
00005918,1,188,72,247,161
00014500,1,35,47,148,121
00008454,1,147,142,240,217
00021740,0,0,0,0,0
00020900,0,0,0,0,0
00009748,1,131,80,200,200
00005188,1,112,16,172,206
00018049,1,177,77,241,194
00024026,0,0,0,0,0
00016179,1,87,72,161,164
00026923,0,0,0,0,0
00006499,1,152,59,239,157
00031908,0,0,0,0,0
00030137,0,0,0,0,0
00019899,0,0,0,0,0
00024066,0,0,0,0,0
00026183,0,0,0,0,0
00017424,1,160,9,231,177
00000657,1,102,72,188,202
00019963,0,0,0,0,0
00022397,0,0,0,0,0
00010113,1,25,5,94,110
00036037,0,0,0,0,0
00031046,0,0,0,0,0
00007086,1,121,144,198,221
00021845,0,0,0,0,0
00005457,1,190,114,248,201
00016607,1,103,71,234,171
00026607,0,0,0,0,0
00003533,1,52,16,222,214
00024565,0,0,0,0,0
00017888,1,0,163,66,236
00024169,0,0,0,0,0
00031172,0,0,0,0,0
00030748,0,0,0,0,0
00005767,1,18,125,101,215
00019816,0,0,0,0,0
00002785,1,23,39,218,105
00030592,0,0,0,0,0
00030900,0,0,0,0,0
00007048,1,196,1,252,71
00000231,1,85,187,198,244
00012147,1,95,152,199,241
00031431,0,0,0,0,0
00007691,1,27,181,154,251
00002335,1,50,6,219,159
00001490,1,15,32,162,133
00006384,1,9,29,97,191
00009215,1,91,173,172,229
00009559,1,139,139,240,225
00008689,1,47,57,170,191
00020524,0,0,0,0,0
00007418,1,185,50,240,203
00028838,0,0,0,0,0
00017669,1,13,75,111,146
00008629,1,153,30,228,119
00030585,0,0,0,0,0
00030879,0,0,0,0,0
00017029,1,170,185,239,246
00019893,0,0,0,0,0
00014198,1,129,77,241,206
00012136,1,11,163,237,249
00004257,1,25,73,239,241
00035936,0,0,0,0,0
00034002,0,0,0,0,0
00017513,1,96,188,246,250
00023657,0,0,0,0,0
00000368,1,196,139,252,210
00035256,0,0,0,0,0
00012533,1,96,88,242,213
00019813,0,0,0,0,0
00030540,0,0,0,0,0
00035420,0,0,0,0,0
00008320,1,146,28,228,115
00007555,1,103,181,221,251
00021371,0,0,0,0,0
00026434,0,0,0,0,0
00034294,0,0,0,0,0
00029929,0,0,0,0,0
00014776,1,61,65,131,248
00000457,1,135,44,233,228
00035689,0,0,0,0,0
00019765,0,0,0,0,0
00032297,0,0,0,0,0
00026660,0,0,0,0,0
00001806,1,110,120,180,197
00018685,0,0,0,0,0
00000031,1,87,47,231,230
00028570,0,0,0,0,0
00019652,0,0,0,0,0
00008307,1,156,162,218,244
00003163,1,185,114,251,204
00009854,1,101,5,234,161
00032227,0,0,0,0,0
00011544,1,86,54,146,124
00020354,0,0,0,0,0
00001006,1,169,109,252,207
00002701,1,155,54,226,220
00022199,0,0,0,0,0
00026345,0,0,0,0,0
00029525,0,0,0,0,0
00012037,1,187,71,248,170
00009113,1,65,172,229,251
00025543,0,0,0,0,0
00015826,1,40,148,240,229
00032402,0,0,0,0,0
00017782,1,15,92,85,210
00021012,0,0,0,0,0
00011834,1,81,91,163,219
00002387,1,20,119,220,224
00010174,1,37,150,217,208
00015299,1,188,27,245,202
00014464,1,136,182,236,239
00019758,0,0,0,0,0
00031801,0,0,0,0,0
00032601,0,0,0,0,0
00018251,0,0,0,0,0
00000537,1,78,188,195,244
00015178,1,90,129,206,213
00001841,1,137,120,252,204
00003779,1,56,58,160,224
00026059,0,0,0,0,0
00001719,1,119,100,224,213
00018491,0,0,0,0,0
00026761,0,0,0,0,0
00012182,1,36,79,156,202
00009021,1,116,45,172,165
00000965,1,98,181,196,246
00016358,1,118,23,248,86
00031827,0,0,0,0,0
00024101,0,0,0,0,0
00025434,0,0,0,0,0
00016952,1,160,97,235,163
00007840,1,100,108,220,207
00034685,0,0,0,0,0
00001582,1,76,94,225,243
00028249,0,0,0,0,0
00010236,1,148,31,227,109
00002567,1,59,22,254,184
00034176,0,0,0,0,0
00006203,1,82,63,213,127
00003920,1,115,15,229,165
00011243,1,169,15,232,115
00021419,0,0,0,0,0
00010744,1,67,8,184,141
00034160,0,0,0,0,0
00034254,0,0,0,0,0
00009571,1,48,21,190,123
00000380,1,190,73,245,237
00000290,1,166,79,249,164
00026466,0,0,0,0,0
00012493,1,170,1,252,129
00029134,0,0,0,0,0
00000220,1,132,42,203,148
00004168,1,87,102,219,190
00014873,1,184,175,250,246
00035976,0,0,0,0,0
00008671,1,11,101,100,216
00010990,1,94,36,163,108
00006636,1,182,152,251,215
00003484,1,39,164,104,239
00013578,1,175,46,252,151
00014544,1,34,46,212,222
00033672,0,0,0,0,0
00012918,1,119,28,208,114
00034572,0,0,0,0,0
00031577,0,0,0,0,0
00007489,1,132,150,250,222
00025225,0,0,0,0,0
00022012,0,0,0,0,0
00020336,0,0,0,0,0
00030761,0,0,0,0,0
00018598,0,0,0,0,0
00001541,1,16,36,184,116
00033069,0,0,0,0,0
00004126,1,20,146,112,213
00021689,0,0,0,0,0
00021187,0,0,0,0,0
00022955,0,0,0,0,0
00004977,1,103,191,158,252
00026284,0,0,0,0,0
00035399,0,0,0,0,0
00014525,1,136,60,217,234
00002464,1,48,73,171,222
00032279,0,0,0,0,0
00025059,0,0,0,0,0
00029825,0,0,0,0,0
00024616,0,0,0,0,0
00025966,0,0,0,0,0
00018522,0,0,0,0,0
00019914,0,0,0,0,0
00005546,1,188,68,253,195
00019270,0,0,0,0,0
00012358,1,168,65,230,189
00030854,0,0,0,0,0
00002472,1,114,131,249,187
00032363,0,0,0,0,0
00030930,0,0,0,0,0
00009647,1,82,83,206,179
00033261,0,0,0,0,0
00027480,0,0,0,0,0
00034556,0,0,0,0,0
00003545,1,103,5,239,168
00016504,1,185,184,241,248
00003348,1,91,40,249,171
00022856,0,0,0,0,0
00001715,1,126,60,244,239
00022384,0,0,0,0,0
00011283,1,28,105,246,225
00007457,1,61,120,135,183
00032902,0,0,0,0,0
00021256,0,0,0,0,0
00023273,0,0,0,0,0
00036027,0,0,0,0,0
00020831,0,0,0,0,0
00009871,1,96,97,212,168
00002584,1,190,192,245,254
00021290,0,0,0,0,0
00009234,1,122,146,208,228
00001730,1,43,4,156,202
00006917,1,95,144,203,222
00022863,0,0,0,0,0
00003972,1,25,162,236,254
00033959,0,0,0,0,0
00002560,1,53,151,123,209
00006181,1,192,166,253,241
00015812,1,69,187,187,244
00011899,1,109,56,230,181
00012169,1,37,140,124,195
00019333,0,0,0,0,0
00002685,1,61,27,210,238
00030692,0,0,0,0,0
00016178,1,138,114,235,243
00030164,0,0,0,0,0
00004936,1,156,110,246,205
00028361,0,0,0,0,0
00023306,0,0,0,0,0
00028899,0,0,0,0,0
00023235,0,0,0,0,0
00017964,1,167,121,240,210
00030780,0,0,0,0,0
00012523,1,92,81,226,253
00034946,0,0,0,0,0
00031490,0,0,0,0,0
00009510,1,136,135,221,254
00010883,1,76,115,194,176
00035320,0,0,0,0,0
00013209,1,191,128,254,233
00021242,0,0,0,0,0
00033128,0,0,0,0,0
00022333,0,0,0,0,0
00034097,0,0,0,0,0
00015114,1,187,190,244,253
00003335,1,178,186,240,254
00021013,0,0,0,0,0
00036337,0,0,0,0,0
00020510,0,0,0,0,0
00007279,1,190,69,254,245
00002172,1,75,8,249,147
00006565,1,191,108,247,243
00018209,1,12,26,233,168
00023220,0,0,0,0,0
00020481,0,0,0,0,0
00015001,1,173,94,236,171
00021465,0,0,0,0,0
00011793,1,131,30,232,105
00012488,1,107,87,168,239
00007423,1,116,94,178,176
00006240,1,38,35,200,115
00015934,1,102,160,182,244
00017341,1,100,44,205,107
00019988,0,0,0,0,0
00013686,1,4,190,129,253
00011592,1,183,44,247,194
00010286,1,4,41,111,144
00014612,1,163,186,233,241
00033960,0,0,0,0,0
00033554,0,0,0,0,0
00016368,1,106,14,235,242
00012679,1,138,84,223,221
00031589,0,0,0,0,0
00000742,1,30,41,101,176
00010995,1,161,180,247,245
00031758,0,0,0,0,0
00000104,1,116,127,211,211
00008651,1,162,13,240,254
00019017,0,0,0,0,0
00020650,0,0,0,0,0
00010743,1,161,6,239,200
00034696,0,0,0,0,0
00006746,1,63,72,180,131
00007559,1,197,90,253,188
00001423,1,9,93,158,179
00002580,1,114,192,176,249
00025267,0,0,0,0,0
00015243,1,109,104,249,226
00021714,0,0,0,0,0
00027680,0,0,0,0,0
00024770,0,0,0,0,0
00031718,0,0,0,0,0
00033470,0,0,0,0,0
00035149,0,0,0,0,0
00000292,1,150,44,253,123
00014712,1,20,85,146,228
00016753,1,136,156,234,229
00002086,1,6,36,171,141
00032128,0,0,0,0,0
00015032,1,177,53,253,123
00006454,1,49,162,217,218
00034694,0,0,0,0,0
00021266,0,0,0,0,0
00022530,0,0,0,0,0
00013487,1,98,192,177,252
00033685,0,0,0,0,0
00016905,1,109,70,233,158
00001766,1,70,71,178,139
00017150,1,100,88,251,183
00027065,0,0,0,0,0
00024268,0,0,0,0,0
00031697,0,0,0,0,0
00004304,1,73,36,137,243
00034340,0,0,0,0,0
00008869,1,188,53,247,164
00007977,1,28,80,143,180
00028791,0,0,0,0,0
00005879,1,25,11,172,229
00020411,0,0,0,0,0
00033448,0,0,0,0,0
00016373,1,48,127,148,227
00027952,0,0,0,0,0
00005895,1,37,140,136,234
00028654,0,0,0,0,0
00011735,1,133,22,236,152
00004105,1,185,112,254,183
00021027,0,0,0,0,0
00007002,1,26,129,223,252
00025601,0,0,0,0,0
00027802,0,0,0,0,0
00023766,0,0,0,0,0
00002798,1,136,179,251,251
00028449,0,0,0,0,0
00007431,1,199,199,254,254
00028739,0,0,0,0,0
00031554,0,0,0,0,0
00017129,1,168,28,227,181
00006309,1,93,99,186,202
00024633,0,0,0,0,0
00030924,0,0,0,0,0
00020197,0,0,0,0,0
00030581,0,0,0,0,0
00002550,1,123,137,221,231
00033992,0,0,0,0,0
00022528,0,0,0,0,0
00030743,0,0,0,0,0
00027918,0,0,0,0,0
00002090,1,77,150,142,216
00004740,1,20,195,214,251
00004287,1,166,119,239,236
00015042,1,93,192,213,251
00028577,0,0,0,0,0
00016433,1,101,189,252,252
00030629,0,0,0,0,0
00017768,1,39,79,108,231
00004439,1,63,88,210,241
00035838,0,0,0,0,0
00029061,0,0,0,0,0
00004703,1,141,20,245,155
00001828,1,126,181,186,245
00005454,1,179,119,235,224
00008833,1,4,171,223,253
00026233,0,0,0,0,0
00026053,0,0,0,0,0
00033873,0,0,0,0,0
00014750,1,116,3,243,123
00036086,0,0,0,0,0
00015310,1,91,137,153,231
00019222,0,0,0,0,0
00017173,1,7,197,252,254
00013125,1,129,158,225,232
00035229,0,0,0,0,0
00005928,1,91,93,192,153
00018672,0,0,0,0,0
00004679,1,46,92,201,175
00000189,1,138,47,213,163
00035150,0,0,0,0,0
00035068,0,0,0,0,0
00020346,0,0,0,0,0
00021362,0,0,0,0,0
00013823,1,120,104,220,234
00031095,0,0,0,0,0
00013175,1,172,106,253,217
00028448,0,0,0,0,0
00028378,0,0,0,0,0
00001203,1,67,96,204,201
00015774,1,60,182,140,242
00018235,1,12,184,101,252
00029793,0,0,0,0,0
00011795,1,54,136,189,245
00020722,0,0,0,0,0
00022533,0,0,0,0,0
00002259,1,3,106,179,185
00021053,0,0,0,0,0
00005649,1,54,195,192,251
00009515,1,1,124,143,246
00014100,1,92,138,230,240
00021996,0,0,0,0,0
00029898,0,0,0,0,0
00010227,1,99,138,228,215
00021584,0,0,0,0,0
00003309,1,22,185,224,250
00029694,0,0,0,0,0
00008115,1,92,107,147,203
00016430,1,1,36,175,233
00030402,0,0,0,0,0
00003979,1,116,154,228,226
00013826,1,131,176,189,254
00030682,0,0,0,0,0
00010844,1,181,186,251,253
00034710,0,0,0,0,0
00003864,1,79,199,254,254
00019053,0,0,0,0,0
00012311,1,193,133,248,227
00009812,1,181,184,242,240
00006741,1,47,178,159,235
00012494,1,155,115,245,232
00020857,0,0,0,0,0
00010481,1,80,97,210,224
00023628,0,0,0,0,0
00004841,1,43,17,98,107
00021785,0,0,0,0,0
00035161,0,0,0,0,0
00035354,0,0,0,0,0
00005165,1,45,4,113,142
00002222,1,194,23,251,190
00006539,1,20,139,80,195
00035512,0,0,0,0,0
00009000,1,131,165,214,220
00017234,1,69,167,208,254
00012849,1,86,31,222,179
00006535,1,95,32,236,196
00013014,1,159,86,244,207
00015741,1,193,63,251,120
00035126,0,0,0,0,0
00002688,1,188,14,253,222
00008705,1,133,168,199,237
00017900,1,28,34,253,206
00002179,1,4,119,233,202
00025771,0,0,0,0,0
00036240,0,0,0,0,0
00033669,0,0,0,0,0
00035688,0,0,0,0,0
00015397,1,137,29,227,217
00032240,0,0,0,0,0
00001609,1,14,57,244,212
00019593,0,0,0,0,0
00034090,0,0,0,0,0
00035964,0,0,0,0,0
00010312,1,106,29,175,116
00022182,0,0,0,0,0
00008904,1,51,120,200,217
00024226,0,0,0,0,0
00033581,0,0,0,0,0
00005590,1,88,15,202,217
00020319,0,0,0,0,0
00022111,0,0,0,0,0
00006633,1,126,75,187,186
00028386,0,0,0,0,0
00007748,1,42,132,138,237
00016064,1,34,199,169,254
00004629,1,80,50,246,212
00031631,0,0,0,0,0
00016315,1,98,187,202,253
00009125,1,133,140,192,229
00007107,1,103,143,188,218
00026702,0,0,0,0,0
00010789,1,173,45,240,154
00018120,1,132,3,189,73
00022380,0,0,0,0,0
00024133,0,0,0,0,0
00034978,0,0,0,0,0
00028625,0,0,0,0,0
00003102,1,151,83,239,220
00023456,0,0,0,0,0
00010010,1,7,73,185,154
00029137,0,0,0,0,0
00002763,1,39,37,99,209
00030885,0,0,0,0,0
00004808,1,47,40,252,251
00024320,0,0,0,0,0
00017673,1,120,142,193,225
00000125,1,163,86,240,217
00011239,1,1,80,120,181
00012108,1,113,29,243,157
00010461,1,184,72,247,185
00028847,0,0,0,0,0
00026286,0,0,0,0,0
00022138,0,0,0,0,0
00008140,1,132,98,208,206
00011421,1,13,150,126,248
00009872,1,21,173,119,254
00033199,0,0,0,0,0
00008097,1,47,177,202,238
00012105,1,188,117,253,244
00028236,0,0,0,0,0
00014647,1,66,163,150,231
00001706,1,85,32,199,238
00009435,1,114,133,183,227
00035963,0,0,0,0,0
00026435,0,0,0,0,0
00033124,0,0,0,0,0
00034655,0,0,0,0,0
00005679,1,73,110,222,241
00001471,1,57,99,123,202
00018170,1,100,48,194,134
00019730,0,0,0,0,0
00024762,0,0,0,0,0
00010926,1,156,188,229,249
00009213,1,23,77,116,202
00001643,1,183,196,254,252
00034096,0,0,0,0,0
00006053,1,142,74,253,185
00003495,1,22,7,209,180
00004321,1,29,14,247,128
00019546,0,0,0,0,0
00029723,0,0,0,0,0
00023462,0,0,0,0,0
00027436,0,0,0,0,0
00006461,1,49,71,232,231
00014109,1,66,194,143,252
00028132,0,0,0,0,0
00003427,1,175,136,254,228
00017437,1,122,196,182,252
00021723,0,0,0,0,0
00027159,0,0,0,0,0
00011439,1,84,45,220,139
00014020,1,125,44,239,141
00024828,0,0,0,0,0
00002089,1,37,52,248,115
00013706,1,0,18,63,178
00013975,1,80,82,191,232
00036236,0,0,0,0,0
00001874,1,26,47,108,130
00008486,1,69,103,222,226
00006121,1,69,84,157,213
00008399,1,162,56,251,251
00007460,1,25,141,183,208
00002486,1,171,122,249,186
00029462,0,0,0,0,0
00000300,1,72,135,154,208
00018192,1,153,110,211,209
00009905,1,51,8,177,101
00004294,1,95,46,196,130
00027415,0,0,0,0,0
00014912,1,185,102,251,232
00004510,1,58,8,235,123
00015040,1,184,190,250,251
00006463,1,123,170,234,253
00003669,1,123,95,212,160
00021657,0,0,0,0,0
00022917,0,0,0,0,0
00006948,1,117,124,195,184
00005986,1,164,61,238,254
00008866,1,116,37,206,223
00011071,1,138,130,226,221
00006518,1,122,55,226,237
00035119,0,0,0,0,0
00021002,0,0,0,0,0
00014738,1,128,67,233,169
00028107,0,0,0,0,0
00019464,0,0,0,0,0
00003483,1,149,19,225,77
00006756,1,41,42,111,249
00017817,1,93,149,229,223
00008697,1,184,168,249,250
00035423,0,0,0,0,0
00021022,0,0,0,0,0
00000753,1,134,77,194,236
00013062,1,194,21,252,184
00025536,0,0,0,0,0
00007103,1,88,83,175,208
00009927,1,192,26,251,97
00004789,1,10,133,187,249
00030292,0,0,0,0,0
00009806,1,80,85,145,165
00017646,1,5,111,206,234
00007287,1,19,138,132,199
00000613,1,87,108,202,231
00009340,1,165,17,230,144
00018980,0,0,0,0,0
00017637,1,54,121,123,196
00020575,0,0,0,0,0
00007099,1,165,103,231,224
00001475,1,133,135,239,222
00029503,0,0,0,0,0
00021153,0,0,0,0,0
00025371,0,0,0,0,0
00028246,0,0,0,0,0
00003996,1,149,93,222,181
00019753,0,0,0,0,0
00017252,1,153,54,231,235
00003553,1,91,13,247,163
00017991,1,137,39,215,198
00027153,0,0,0,0,0
00013434,1,180,87,253,156
00026774,0,0,0,0,0
00022085,0,0,0,0,0
00003940,1,6,54,116,216
00023144,0,0,0,0,0
00018276,0,0,0,0,0
00014566,1,37,148,112,233
00016976,1,8,62,143,225
00033500,0,0,0,0,0
00007139,1,78,137,248,210
00009407,1,46,63,114,175
00018135,1,108,57,215,196
00005880,1,180,117,246,238
00003712,1,184,45,239,230
00027751,0,0,0,0,0
00007669,1,66,75,171,158
00035001,0,0,0,0,0
00025203,0,0,0,0,0
00019335,0,0,0,0,0
00010455,1,183,179,248,244
00018013,1,196,116,251,192
00005953,1,104,154,208,241
00003285,1,73,114,151,253
00034301,0,0,0,0,0
00003885,1,173,25,239,170
00010647,1,59,26,130,127
00003659,1,111,44,180,195
00030631,0,0,0,0,0
00031767,0,0,0,0,0
00034539,0,0,0,0,0
00030800,0,0,0,0,0
00020689,0,0,0,0,0
00033031,0,0,0,0,0
00005408,1,79,44,224,157
00023116,0,0,0,0,0
00023735,0,0,0,0,0
00032988,0,0,0,0,0
00030740,0,0,0,0,0
00024911,0,0,0,0,0
00010510,1,46,76,204,230
00022352,0,0,0,0,0
00002992,1,170,125,245,225
00021335,0,0,0,0,0
00016659,1,128,172,208,237
00016824,1,40,192,173,251
00015261,1,56,103,186,159
00028104,0,0,0,0,0
00025750,0,0,0,0,0
00020311,0,0,0,0,0
00031629,0,0,0,0,0
00007648,1,46,78,193,216
00029815,0,0,0,0,0
00005261,1,55,145,190,201
00012513,1,171,104,246,169
00001948,1,75,142,235,226
00027091,0,0,0,0,0
00010019,1,190,149,251,245
00014653,1,19,8,103,194
00025777,0,0,0,0,0
00001613,1,111,171,247,241
00002294,1,64,26,232,176
00034292,0,0,0,0,0
00033760,0,0,0,0,0
00023848,0,0,0,0,0
00021166,0,0,0,0,0
00022457,0,0,0,0,0
00001027,1,173,128,253,235
00011943,1,190,57,254,233
00020297,0,0,0,0,0
00010824,1,159,32,220,128
00034074,0,0,0,0,0
00032577,0,0,0,0,0
00032034,0,0,0,0,0
00017122,1,177,142,247,223
00007162,1,130,98,241,169
00010190,1,199,191,254,252
00027507,0,0,0,0,0
00017163,1,190,139,250,235
00000036,1,9,167,196,246
00001731,1,85,148,217,245
00003181,1,113,27,192,111
00022149,0,0,0,0,0
00003482,1,115,196,213,251
00001472,1,125,198,197,253
00011450,1,86,121,181,233
00016254,1,8,186,88,249
00012323,1,141,1,245,120
00007545,1,17,97,205,213
00030870,0,0,0,0,0
00027483,0,0,0,0,0
00009615,1,45,17,122,241
00002334,1,142,35,207,131
00009190,1,44,87,177,147
00036495,0,0,0,0,0
00018798,0,0,0,0,0
00009577,1,123,16,242,209
00003153,1,123,195,183,253
00012409,1,104,105,174,253
00016246,1,126,168,254,248
00021501,0,0,0,0,0
00013960,1,47,109,242,175
00035280,0,0,0,0,0
00022546,0,0,0,0,0
00005732,1,60,89,226,193
00030689,0,0,0,0,0
00031454,0,0,0,0,0
00021236,0,0,0,0,0
00005462,1,189,170,254,245
00020968,0,0,0,0,0
00018667,0,0,0,0,0
00033979,0,0,0,0,0
00009845,1,178,167,244,246
00018387,0,0,0,0,0
00031562,0,0,0,0,0
00020538,0,0,0,0,0
00003941,1,10,141,108,243
00007791,1,97,109,202,167
00000383,1,111,63,199,121
00003170,1,4,42,112,112
00019274,0,0,0,0,0
00028509,0,0,0,0,0
00033328,0,0,0,0,0
00019373,0,0,0,0,0
00013200,1,171,63,244,131
00007749,1,181,0,240,240
00014244,1,12,65,254,157
00007407,1,71,175,183,230
00018132,1,42,114,233,202
00026032,0,0,0,0,0
00005826,1,174,17,238,77
00025254,0,0,0,0,0
00008893,1,130,12,222,251
00007628,1,40,181,195,242
00000803,1,40,66,138,185
00011770,1,164,54,253,152
00006700,1,82,53,251,130
00012241,1,14,34,117,96
00009548,1,83,38,225,172
00014182,1,17,10,172,132
00019653,0,0,0,0,0
00012561,1,127,13,251,183
00020819,0,0,0,0,0
00016982,1,157,89,231,146
00011586,1,153,61,234,160
00031466,0,0,0,0,0
00025289,0,0,0,0,0
00022915,0,0,0,0,0
00014404,1,138,140,215,207
00008843,1,158,0,237,84
00006236,1,110,2,205,171
00034538,0,0,0,0,0
00031387,0,0,0,0,0
00003832,1,191,191,253,248
00033695,0,0,0,0,0
00028028,0,0,0,0,0
00002596,1,49,168,114,238
00006101,1,14,83,227,179
00010437,1,109,126,196,235
00004779,1,17,104,78,246
00026035,0,0,0,0,0
00002409,1,66,169,241,254
00018466,0,0,0,0,0
00035860,0,0,0,0,0
00025401,0,0,0,0,0
00035122,0,0,0,0,0
00006553,1,33,113,247,209
00016611,1,187,40,254,133
00000214,1,39,164,100,221
00007727,1,67,170,193,248
00018963,0,0,0,0,0
00015674,1,146,87,239,159
00017073,1,163,39,218,111
00016923,1,65,150,204,205
00012462,1,78,7,229,89
00031563,0,0,0,0,0
00006887,1,123,46,201,163
00024698,0,0,0,0,0
00013310,1,19,175,116,250
00022502,0,0,0,0,0
00032095,0,0,0,0,0
00024514,0,0,0,0,0
00031833,0,0,0,0,0
00024923,0,0,0,0,0
00004148,1,108,64,202,237
00034758,0,0,0,0,0
00002704,1,17,191,128,252
00011356,1,49,192,241,254
00031364,0,0,0,0,0
00009273,1,144,160,246,228
00022597,0,0,0,0,0
00020036,0,0,0,0,0
00031901,0,0,0,0,0
00027395,0,0,0,0,0
00020416,0,0,0,0,0
00036100,0,0,0,0,0
00001667,1,68,129,143,218
00013155,1,3,7,142,146
00017681,1,160,96,219,166
00010902,1,105,181,162,243
00034513,0,0,0,0,0
00035143,0,0,0,0,0
00003271,1,122,51,215,146
00005301,1,188,155,244,246
00015020,1,0,43,162,121
00031696,0,0,0,0,0
00009580,1,136,64,194,121
00013215,1,156,15,229,80
00011552,1,163,185,237,253
00035532,0,0,0,0,0
00011489,1,14,84,252,201
00010382,1,109,58,235,212
00025573,0,0,0,0,0
00025423,0,0,0,0,0
00028642,0,0,0,0,0
00002892,1,163,108,233,216
00020971,0,0,0,0,0
00016918,1,111,8,227,249
00026281,0,0,0,0,0
00009007,1,24,180,245,241
00027354,0,0,0,0,0
00029575,0,0,0,0,0
00033734,0,0,0,0,0
00026880,0,0,0,0,0
00008993,1,123,30,228,191
00025848,0,0,0,0,0
00015412,1,105,164,185,242
00018332,0,0,0,0,0
00018267,0,0,0,0,0
00009556,1,82,29,140,125
00026362,0,0,0,0,0
00036154,0,0,0,0,0
00007919,1,154,143,235,200
00016462,1,185,92,240,203
00000284,1,125,88,214,148
00030533,0,0,0,0,0
00013021,1,182,48,238,208
00002251,1,104,120,209,208
00002260,1,25,135,207,228
00003140,1,192,27,248,153
00018700,0,0,0,0,0
00009790,1,94,113,207,229
00036250,0,0,0,0,0
00036009,0,0,0,0,0
00007908,1,171,156,232,219
00001629,1,181,129,248,212
00014428,1,176,95,235,237
00009940,1,56,114,160,221
00027124,0,0,0,0,0
00027304,0,0,0,0,0
00003703,1,23,51,243,224
00026449,0,0,0,0,0
00029779,0,0,0,0,0
00011327,1,70,128,240,226
00000612,1,160,96,253,181
00013300,1,6,188,108,250
00008031,1,199,125,254,180
00026795,0,0,0,0,0
00022514,0,0,0,0,0
00020873,0,0,0,0,0
00035932,0,0,0,0,0
00024267,0,0,0,0,0
00025443,0,0,0,0,0
00008138,1,136,103,215,227
00007230,1,36,12,175,103
00027373,0,0,0,0,0
00002317,1,24,154,120,215
00033878,0,0,0,0,0
00029594,0,0,0,0,0
00004397,1,26,19,95,164
00001676,1,16,94,244,218
00014978,1,82,40,158,145
00002968,1,69,16,182,205
00021568,0,0,0,0,0
00004013,1,199,179,254,254
00003330,1,54,144,215,225
00031401,0,0,0,0,0
00008981,1,43,132,140,243
00021916,0,0,0,0,0
00035926,0,0,0,0,0
00032898,0,0,0,0,0
00003795,1,117,21,253,127
00030767,0,0,0,0,0
00007515,1,86,44,210,158
00016913,1,158,183,219,251
00020899,0,0,0,0,0
00035986,0,0,0,0,0
00017920,1,37,112,110,215
00034800,0,0,0,0,0
00005026,1,38,24,247,128
00011896,1,172,81,253,142
00011754,1,195,102,251,192
00030326,0,0,0,0,0
00030573,0,0,0,0,0
00012258,1,114,100,202,197
00019819,0,0,0,0,0
00033585,0,0,0,0,0
00004377,1,137,167,226,245
00005801,1,165,35,233,170
00010244,1,82,90,204,176
00016658,1,189,115,244,198
00013341,1,11,155,211,221
00035965,0,0,0,0,0
00026223,0,0,0,0,0
00032978,0,0,0,0,0
00023652,0,0,0,0,0
00023411,0,0,0,0,0
00024991,0,0,0,0,0
00012826,1,43,138,104,226
00010733,1,55,96,132,165
00016288,1,170,152,225,237
00000050,1,78,190,135,250
00020957,0,0,0,0,0
00017532,1,3,11,161,241
00017567,1,56,197,180,254
00017698,1,175,149,233,212
00024012,0,0,0,0,0
00028668,0,0,0,0,0
00005800,1,3,29,227,219
00006903,1,45,83,234,226
00017692,1,118,147,240,218
00027863,0,0,0,0,0
00026185,0,0,0,0,0
00023207,0,0,0,0,0
00013926,1,54,116,128,225
00024381,0,0,0,0,0
00032478,0,0,0,0,0
00034738,0,0,0,0,0
00015031,1,60,62,165,245
00012541,1,195,22,254,92
00011276,1,67,95,163,239
00032732,0,0,0,0,0
00029585,0,0,0,0,0
00009314,1,82,19,247,208
00008158,1,77,134,167,224
00006489,1,5,133,234,226
00020559,0,0,0,0,0
00029158,0,0,0,0,0
00009152,1,147,91,237,219
00026718,0,0,0,0,0
00016949,1,33,5,140,201
00004381,1,85,118,241,244
00001593,1,64,196,222,254
00009023,1,32,63,104,244
00016795,1,174,88,251,182
00028189,0,0,0,0,0
00028346,0,0,0,0,0
